persona,task_index,condition,round,criterion_name,mean_score,std_score,overall_weighted_mean
Rachel Thornton,0,A,1,Scoped Review Requests,4.333333333333333,1.1547005383792515,0.7566666666666667
Rachel Thornton,0,A,1,Thread Discipline,10.0,0.0,0.7566666666666667
Rachel Thornton,0,C,1,Decision Tradeoff Transparency,10.0,0.0,0.97
Rachel Thornton,0,C,1,"Link, Don't Duplicate",9.0,0.0,0.97
Rachel Thornton,0,C,1,Scoped Review Requests,10.0,0.0,0.97
Rachel Thornton,0,C,1,Thread Discipline,10.0,0.0,0.97
Rachel Thornton,0,C,2,Decision Tradeoff Transparency,10.0,0.0,0.9933333333333333
Rachel Thornton,0,C,2,"Link, Don't Duplicate",10.0,0.0,0.9933333333333333
Rachel Thornton,0,C,2,Scoped Review Requests,9.666666666666666,0.5773502691896257,0.9933333333333333
Rachel Thornton,0,C,2,Thread Discipline,10.0,0.0,0.9933333333333333
Rachel Thornton,0,C,3,Decision Tradeoff Transparency,10.0,0.0,0.9933333333333333
Rachel Thornton,0,C,3,"Link, Don't Duplicate",10.0,0.0,0.9933333333333333
Rachel Thornton,0,C,3,Scoped Review Requests,10.0,0.0,0.9933333333333333
Rachel Thornton,0,C,3,Thread Discipline,9.333333333333334,0.5773502691896257,0.9933333333333333
Rachel Thornton,0,C,4,Decision Tradeoff Transparency,10.0,0.0,0.98
Rachel Thornton,0,C,4,"Link, Don't Duplicate",9.333333333333334,0.5773502691896257,0.98
Rachel Thornton,0,C,4,Scoped Review Requests,10.0,0.0,0.98
Rachel Thornton,0,C,4,Thread Discipline,10.0,0.0,0.98
Rachel Thornton,0,C,5,Decision Tradeoff Transparency,10.0,0.0,0.99
Rachel Thornton,0,C,5,"Link, Don't Duplicate",9.666666666666666,0.5773502691896257,0.99
Rachel Thornton,0,C,5,Scoped Review Requests,10.0,0.0,0.99
Rachel Thornton,0,C,5,Thread Discipline,10.0,0.0,0.99
Rachel Thornton,0,D,1,Decision Tradeoff Transparency,10.0,0.0,0.91
Rachel Thornton,0,D,1,"Link, Don't Duplicate",9.0,0.0,0.91
Rachel Thornton,0,D,1,Scoped Review Requests,7.0,0.0,0.91
Rachel Thornton,0,D,1,Thread Discipline,10.0,0.0,0.91
Rachel Thornton,0,D,2,Decision Tradeoff Transparency,10.0,0.0,0.9633333333333333
Rachel Thornton,0,D,2,"Link, Don't Duplicate",9.0,0.0,0.9633333333333333
Rachel Thornton,0,D,2,Scoped Review Requests,10.0,0.0,0.9633333333333333
Rachel Thornton,0,D,2,Thread Discipline,9.333333333333334,0.5773502691896257,0.9633333333333333
Rachel Thornton,0,D,3,Decision Tradeoff Transparency,10.0,0.0,0.99
Rachel Thornton,0,D,3,"Link, Don't Duplicate",10.0,0.0,0.99
Rachel Thornton,0,D,3,Scoped Review Requests,10.0,0.0,0.99
Rachel Thornton,0,D,3,Thread Discipline,9.0,0.0,0.99
Rachel Thornton,0,D,4,Decision Tradeoff Transparency,10.0,0.0,1.0
Rachel Thornton,0,D,4,"Link, Don't Duplicate",10.0,0.0,1.0
Rachel Thornton,0,D,4,Scoped Review Requests,10.0,0.0,1.0
Rachel Thornton,0,D,4,Thread Discipline,10.0,0.0,1.0
Rachel Thornton,0,D,5,Decision Tradeoff Transparency,10.0,0.0,1.0
Rachel Thornton,0,D,5,"Link, Don't Duplicate",10.0,0.0,1.0
Rachel Thornton,0,D,5,Scoped Review Requests,10.0,0.0,1.0
Rachel Thornton,0,D,5,Thread Discipline,10.0,0.0,1.0
Rachel Thornton,1,A,1,Decision Tradeoff Transparency,9.0,0.0,0.89
Rachel Thornton,1,A,1,"Link, Don't Duplicate",8.0,0.0,0.89
Rachel Thornton,1,A,1,Scoped Review Requests,10.0,0.0,0.89
Rachel Thornton,1,A,1,Thread Discipline,9.0,0.0,0.89
Rachel Thornton,1,C,1,Decision Tradeoff Transparency,10.0,0.0,0.9666666666666667
Rachel Thornton,1,C,1,"Link, Don't Duplicate",9.0,0.0,0.9666666666666667
Rachel Thornton,1,C,1,Scoped Review Requests,10.0,0.0,0.9666666666666667
Rachel Thornton,1,C,1,Thread Discipline,9.666666666666666,0.5773502691896257,0.9666666666666667
Rachel Thornton,1,C,2,Decision Tradeoff Transparency,6.0,0.0,0.81
Rachel Thornton,1,C,2,"Link, Don't Duplicate",9.0,0.0,0.81
Rachel Thornton,1,C,2,Scoped Review Requests,10.0,0.0,0.81
Rachel Thornton,1,C,2,Thread Discipline,10.0,0.0,0.81
Rachel Thornton,1,C,3,Decision Tradeoff Transparency,10.0,0.0,0.9666666666666667
Rachel Thornton,1,C,3,"Link, Don't Duplicate",9.0,0.0,0.9666666666666667
Rachel Thornton,1,C,3,Scoped Review Requests,10.0,0.0,0.9666666666666667
Rachel Thornton,1,C,3,Thread Discipline,9.666666666666666,0.5773502691896257,0.9666666666666667
Rachel Thornton,1,C,4,Decision Tradeoff Transparency,10.0,0.0,0.9666666666666667
Rachel Thornton,1,C,4,"Link, Don't Duplicate",9.0,0.0,0.9666666666666667
Rachel Thornton,1,C,4,Scoped Review Requests,10.0,0.0,0.9666666666666667
Rachel Thornton,1,C,4,Thread Discipline,9.666666666666666,0.5773502691896257,0.9666666666666667
Rachel Thornton,1,C,5,Decision Tradeoff Transparency,10.0,0.0,0.9633333333333333
Rachel Thornton,1,C,5,"Link, Don't Duplicate",9.0,0.0,0.9633333333333333
Rachel Thornton,1,C,5,Scoped Review Requests,10.0,0.0,0.9633333333333333
Rachel Thornton,1,C,5,Thread Discipline,9.333333333333334,0.5773502691896257,0.9633333333333333
Rachel Thornton,1,D,1,Decision Tradeoff Transparency,9.0,0.0,0.9
Rachel Thornton,1,D,1,"Link, Don't Duplicate",8.0,0.0,0.9
Rachel Thornton,1,D,1,Scoped Review Requests,10.0,0.0,0.9
Rachel Thornton,1,D,1,Thread Discipline,10.0,0.0,0.9
Rachel Thornton,1,D,2,Decision Tradeoff Transparency,9.0,0.0,0.85
Rachel Thornton,1,D,2,"Link, Don't Duplicate",7.0,0.0,0.85
Rachel Thornton,1,D,2,Scoped Review Requests,9.0,0.0,0.85
Rachel Thornton,1,D,2,Thread Discipline,10.0,0.0,0.85
Rachel Thornton,1,D,3,Decision Tradeoff Transparency,10.0,0.0,0.9933333333333333
Rachel Thornton,1,D,3,"Link, Don't Duplicate",10.0,0.0,0.9933333333333333
Rachel Thornton,1,D,3,Scoped Review Requests,9.666666666666666,0.5773502691896257,0.9933333333333333
Rachel Thornton,1,D,3,Thread Discipline,10.0,0.0,0.9933333333333333
Rachel Thornton,1,D,4,Decision Tradeoff Transparency,10.0,0.0,1.0
Rachel Thornton,1,D,4,"Link, Don't Duplicate",10.0,0.0,1.0
Rachel Thornton,1,D,4,Scoped Review Requests,10.0,0.0,1.0
Rachel Thornton,1,D,4,Thread Discipline,10.0,0.0,1.0
Rachel Thornton,1,D,5,Decision Tradeoff Transparency,10.0,0.0,1.0
Rachel Thornton,1,D,5,"Link, Don't Duplicate",10.0,0.0,1.0
Rachel Thornton,1,D,5,Scoped Review Requests,10.0,0.0,1.0
Rachel Thornton,1,D,5,Thread Discipline,10.0,0.0,1.0
Tom Brennan,0,A,1,Cost/Schedule Impact First,8.0,0.0,0.89
Tom Brennan,0,A,1,Arbitration-Ready Language,9.0,0.0,0.89
Tom Brennan,0,A,1,Notification/Request Separation,10.0,0.0,0.89
Tom Brennan,0,A,1,Visual Documentation Attached,10.0,0.0,0.89
Tom Brennan,0,A,1,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",8.0,0.0,0.89
Tom Brennan,0,A,1,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",9.5,0.7071067811865476,0.89
Tom Brennan,0,A,1,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.89
Tom Brennan,0,A,1,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.89
Tom Brennan,0,C,1,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",8.0,0.0,0.0
Tom Brennan,0,C,1,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",9.0,0.0,0.0
Tom Brennan,0,C,1,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",9.0,0.0,0.0
Tom Brennan,0,C,1,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,C,2,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",9.0,0.0,0.0
Tom Brennan,0,C,2,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,C,2,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",9.0,0.0,0.0
Tom Brennan,0,C,2,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,C,3,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,C,3,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,C,3,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",9.666666666666666,0.5773502691896257,0.0
Tom Brennan,0,C,3,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,C,4,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",9.666666666666666,0.5773502691896257,0.0
Tom Brennan,0,C,4,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,C,4,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,C,4,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,C,5,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",9.0,0.0,0.0
Tom Brennan,0,C,5,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,C,5,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,C,5,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,1,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",9.5,0.7071067811865476,0.96
Tom Brennan,0,D,1,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.96
Tom Brennan,0,D,1,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.96
Tom Brennan,0,D,1,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.96
Tom Brennan,0,D,1,Cost/Schedule Impact First,9.0,0.0,0.96
Tom Brennan,0,D,1,Arbitration-Ready Language,10.0,0.0,0.96
Tom Brennan,0,D,1,Notification/Request Separation,10.0,0.0,0.96
Tom Brennan,0,D,1,Visual Documentation Attached,10.0,0.0,0.96
Tom Brennan,0,D,2,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,2,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,2,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,2,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,3,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,3,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,3,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,3,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,4,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,4,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,4,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,4,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
Tom Brennan,0,D,5,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",10.0,0.0,1.0
Tom Brennan,0,D,5,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,1.0
Tom Brennan,0,D,5,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,1.0
Tom Brennan,0,D,5,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,1.0
Tom Brennan,0,D,5,Cost/Schedule Impact First,10.0,0.0,1.0
Tom Brennan,0,D,5,Arbitration-Ready Language,10.0,0.0,1.0
Tom Brennan,0,D,5,Notification/Request Separation,10.0,0.0,1.0
Tom Brennan,0,D,5,Visual Documentation Attached,10.0,0.0,1.0
Tom Brennan,1,A,1,Cost/Schedule Impact First,8.0,0.0,0.84
Tom Brennan,1,A,1,Arbitration-Ready Language,9.0,0.0,0.84
Tom Brennan,1,A,1,Notification/Request Separation,9.0,0.0,0.84
Tom Brennan,1,A,1,Visual Documentation Attached,7.0,0.0,0.84
Tom Brennan,1,A,1,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",8.0,0.0,0.84
Tom Brennan,1,A,1,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",9.0,0.0,0.84
Tom Brennan,1,A,1,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",9.0,0.0,0.84
Tom Brennan,1,A,1,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",7.5,0.7071067811865476,0.84
Tom Brennan,1,C,1,Cost/Schedule Impact First,8.333333333333334,0.5773502691896257,0.8933333333333334
Tom Brennan,1,C,1,Arbitration-Ready Language,9.0,0.0,0.8933333333333334
Tom Brennan,1,C,1,Notification/Request Separation,10.0,0.0,0.8933333333333334
Tom Brennan,1,C,1,Visual Documentation Attached,9.0,0.0,0.8933333333333334
Tom Brennan,1,C,2,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",9.0,0.0,0.96
Tom Brennan,1,C,2,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.96
Tom Brennan,1,C,2,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.96
Tom Brennan,1,C,2,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.96
Tom Brennan,1,C,2,Cost/Schedule Impact First,9.0,0.0,0.96
Tom Brennan,1,C,2,Arbitration-Ready Language,10.0,0.0,0.96
Tom Brennan,1,C,2,Notification/Request Separation,10.0,0.0,0.96
Tom Brennan,1,C,2,Visual Documentation Attached,10.0,0.0,0.96
Tom Brennan,1,C,3,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",9.0,0.0,0.96
Tom Brennan,1,C,3,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.96
Tom Brennan,1,C,3,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.96
Tom Brennan,1,C,3,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.96
Tom Brennan,1,C,3,Cost/Schedule Impact First,9.0,0.0,0.96
Tom Brennan,1,C,3,Arbitration-Ready Language,10.0,0.0,0.96
Tom Brennan,1,C,3,Notification/Request Separation,10.0,0.0,0.96
Tom Brennan,1,C,3,Visual Documentation Attached,10.0,0.0,0.96
Tom Brennan,1,C,4,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",9.0,0.0,0.96
Tom Brennan,1,C,4,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.96
Tom Brennan,1,C,4,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.96
Tom Brennan,1,C,4,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.96
Tom Brennan,1,C,4,Cost/Schedule Impact First,9.0,0.0,0.96
Tom Brennan,1,C,4,Arbitration-Ready Language,10.0,0.0,0.96
Tom Brennan,1,C,4,Notification/Request Separation,10.0,0.0,0.96
Tom Brennan,1,C,4,Visual Documentation Attached,10.0,0.0,0.96
Tom Brennan,1,C,5,Cost/Schedule Impact First,9.0,0.0,0.96
Tom Brennan,1,C,5,Arbitration-Ready Language,10.0,0.0,0.96
Tom Brennan,1,C,5,Notification/Request Separation,10.0,0.0,0.96
Tom Brennan,1,C,5,Visual Documentation Attached,10.0,0.0,0.96
Tom Brennan,1,D,1,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",9.0,0.0,0.95
Tom Brennan,1,D,1,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.95
Tom Brennan,1,D,1,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.95
Tom Brennan,1,D,1,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",8.0,0.0,0.95
Tom Brennan,1,D,1,Cost/Schedule Impact First,9.0,0.0,0.95
Tom Brennan,1,D,1,Arbitration-Ready Language,10.0,0.0,0.95
Tom Brennan,1,D,1,Notification/Request Separation,10.0,0.0,0.95
Tom Brennan,1,D,1,Visual Documentation Attached,9.0,0.0,0.95
Tom Brennan,1,D,2,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",9.0,0.0,0.0
Tom Brennan,1,D,2,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,2,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,2,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,3,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",9.0,0.0,0.0
Tom Brennan,1,D,3,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,3,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,3,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,4,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",9.0,0.0,0.0
Tom Brennan,1,D,4,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,4,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,4,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,5,"Cost/Schedule Impact First (priority 1, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,5,"Arbitration-Ready Language (priority 2, category: Style, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,5,"Notification/Request Separation (priority 3, category: Structure, confidence: high)",10.0,0.0,0.0
Tom Brennan,1,D,5,"Visual Documentation Attached (priority 4, category: Content, confidence: high)",10.0,0.0,0.0
